P 277.0845, -314.7926, 0.0010,  0, 0, 0,  3,  Sheerie_(Berserker_Tomes)
P 255.0891, -287.3335, 0.0010,  0, 0, 127,  3,  Baddi_(GM_Berserker)
L -483.5797, 360.4688, 42.5947,  -445.9181, 360.4599, 42.5947,  127, 127, 127
L -445.9181, 360.4599, 42.5947,  -436.3628, 353.7712, 40.5947,  127, 127, 127
L -436.3628, 353.7712, 40.5947,  -436.3628, 353.7712, 40.5947,  127, 127, 127
L -479.2094, 290.2464, 42.5947,  -452.8575, 269.4243, 44.5947,  127, 127, 127
L -452.8575, 269.4243, 44.5947,  -444.9857, 269.2813, 46.5947,  127, 127, 127
L -444.9857, 269.2813, 46.5947,  -439.8939, 266.3924, 48.5947,  127, 127, 127
L -439.8939, 266.3924, 48.5947,  -432.9582, 265.3058, 50.5947,  127, 127, 127
L -432.9582, 265.3058, 50.5947,  -428.9332, 263.3712, 52.5947,  127, 127, 127
L -428.9332, 263.3712, 52.5947,  -414.2187, 248.8115, 56.5947,  127, 127, 127
L -414.1553, 263.2178, 55.7087,  -396.7882, 263.2812, 56.5947,  0, 0, 0
L -396.7882, 263.2812, 56.5947,  -414.2923, 279.9337, 52.5947,  127, 127, 127
L -405.9899, 255.2814, 59.5947,  -406.2187, 238.9753, 59.5947,  36, 36, 53
L -406.2187, 238.9753, 59.5947,  -414.2187, 248.8115, 56.5947,  127, 127, 127
L -387.8300, 255.2813, 59.5947,  -406.7813, 255.3311, 59.5947,  49, 56, 56
L -396.7882, 263.2812, 56.5947,  -387.8300, 255.2813, 59.5947,  127, 127, 127
L -387.8300, 255.2813, 59.5947,  -374.8028, 243.2812, 61.5947,  127, 127, 127
L -374.8028, 243.2812, 61.5947,  -391.9743, 243.2812, 61.5947,  49, 56, 56
L -393.2187, 224.8612, 61.5947,  -391.4025, 243.2813, 61.5947,  49, 56, 56
L -406.2188, 238.9753, 59.5947,  -393.2187, 224.8612, 61.5947,  127, 127, 127
L -386.7188, 192.3125, 63.5947,  -392.4688, 198.0206, 63.5947,  127, 127, 127
L -392.4688, 198.0206, 63.5947,  -393.2187, 224.8612, 61.5947,  127, 127, 127
L -366.4753, 216.8727, 63.5947,  -366.6273, 221.2126, 63.5947,  127, 127, 127
L -366.6273, 221.2126, 63.5947,  -370.9663, 221.2607, 63.5947,  127, 127, 127
L -370.9663, 221.2607, 63.5947,  -370.8062, 221.2812, 63.5947,  127, 127, 127
L -371.1876, 221.0558, 63.5947,  -371.1667, 216.6868, 63.5947,  127, 127, 127
L -370.9266, 216.5405, 63.5947,  -366.6628, 216.5778, 63.5947,  127, 127, 127
L -342.2499, 236.7509, 63.5947,  -342.2500, 198.0627, 63.5947,  127, 127, 127
L -348.0302, 192.3125, 63.5947,  -386.7419, 192.3298, 63.5947,  127, 127, 127
L -374.7468, 243.2295, 62.6901,  -348.0303, 242.5313, 63.5947,  127, 127, 127
L -348.0303, 242.5313, 63.5947,  -342.5320, 237.0329, 63.5947,  127, 127, 127
L -342.5320, 237.0329, 63.5947,  -342.2500, 236.7509, 63.5947,  127, 127, 127
L -414.2187, 263.2813, 54.5947,  -429.0774, 263.4439, 52.5947,  49, 56, 56
L -414.2187, 248.8115, 56.5947,  -414.2187, 263.2813, 54.5947,  49, 56, 56
L -503.4375, -158.6330, 30.4689,  -524.1700, -200.5219, 56.3896,  0, 0, 0
L -524.1700, -200.5219, 56.3896,  -545.7076, -258.3469, 56.0220,  0, 0, 0
L -545.7076, -258.3469, 56.0220,  -614.3051, -320.9767, 30.5884,  0, 0, 0
L -485.4147, -466.2316, 0.6260,  -456.2113, -455.3780, 0.6260,  127, 127, 127
L -456.2113, -455.3780, 0.6260,  -466.4888, -427.4072, 0.6260,  127, 127, 127
L -466.4888, -427.4072, 0.6260,  -495.7650, -438.0638, 0.6260,  127, 127, 127
L -495.7650, -438.0638, 0.6260,  -492.7625, -446.4007, 0.6260,  127, 127, 127
L -492.7625, -446.4007, 0.6260,  -496.7166, -448.0751, 0.6260,  127, 127, 127
L -496.7166, -448.0751, 0.6260,  -501.1988, -436.2614, 0.6260,  127, 127, 127
L -501.1988, -436.2614, 0.6260,  -463.9471, -421.8516, 0.6260,  127, 127, 127
L -463.9471, -421.8516, 0.6260,  -450.5277, -457.3956, 0.6260,  127, 127, 127
L -450.5277, -457.3956, 0.6260,  -489.0110, -471.7765, 0.6260,  127, 127, 127
L -489.0110, -471.7765, 0.6260,  -492.7078, -459.3895, 0.6260,  127, 127, 127
L -492.7755, -459.0345, 0.6260,  -488.1768, -457.9561, 0.6260,  127, 127, 127
L -488.1768, -457.9561, 0.6260,  -485.4144, -466.2331, 0.6260,  127, 127, 127
L -516.4078, -517.9973, 1.8922,  -493.7840, -533.1140, 3.3171,  127, 127, 127
L -493.7840, -533.1140, 3.3171,  -471.6489, -499.4537, 0.6260,  127, 127, 127
L -471.6489, -499.4537, 0.6260,  -497.2010, -482.3900, 0.6260,  127, 127, 127
L -497.2010, -482.3900, 0.6260,  -502.3307, -490.0274, 0.6260,  127, 127, 127
L -502.3307, -490.0274, 0.6260,  -506.4233, -487.2257, 0.6260,  127, 127, 127
L -506.4233, -487.2257, 0.6260,  -498.6656, -476.3807, 0.6260,  127, 127, 127
L -498.6656, -476.3807, 0.6260,  -465.2057, -498.1246, 0.6260,  127, 127, 127
L -465.2057, -498.1246, 0.6260,  -490.4324, -536.1868, 3.8935,  127, 127, 127
L -490.4324, -536.1868, 3.8935,  -490.0147, -536.5401, 3.9597,  127, 127, 127
L -490.0147, -536.5401, 3.9597,  -492.5875, -538.7388, 4.3722,  127, 127, 127
L -492.5875, -538.7388, 4.3722,  -525.5870, -516.3912, 0.6260,  127, 127, 127
L -525.5870, -516.3912, 0.6260,  -512.8186, -497.5811, 0.6260,  127, 127, 127
L -512.8186, -497.5811, 0.6260,  -508.5476, -500.2164, 0.6260,  127, 127, 127
L -508.5476, -500.2164, 0.6260,  -516.4636, -510.8993, 1.3065,  127, 127, 127
L -516.7544, -517.2973, 0.6260,  -512.6675, -520.4965, 0.9504,  127, 127, 127
L -512.6675, -520.4965, 0.9504,  -509.2229, -519.0639, 0.6817,  127, 127, 127
L -509.2229, -519.0639, 0.6817,  -507.4064, -512.6933, 0.6260,  127, 127, 127
L -507.4064, -512.6933, 0.6260,  -509.7037, -508.2174, 0.6260,  127, 127, 127
L -509.7037, -508.2174, 0.6260,  -516.4583, -510.8914, 1.3028,  127, 127, 127
L -614.0739, -320.7655, 30.6828,  -632.5344, -321.2566, 30.3761,  0, 0, 0
L -632.5344, -321.2566, 30.3761,  -659.9590, -369.2187, 0.6260,  0, 0, 0
L -615.1249, -369.2187, 0.6260,  -670.7702, -369.2173, 0.6260,  0, 0, 0
L -670.3569, -369.2188, 0.6260,  -705.3478, -359.9025, 0.6260,  0, 0, 0
L -705.3478, -359.9025, 0.6260,  -705.0937, -315.0088, 0.6260,  0, 0, 0
L -705.0937, -315.0088, 0.6260,  -663.1249, -284.6820, 0.6260,  0, 0, 0
L -663.1249, -284.6820, 0.6260,  -663.1249, -249.0338, 0.6260,  0, 0, 0
L -663.1249, -249.0338, 0.6260,  -692.8973, -210.2893, 0.6260,  0, 0, 0
L -692.8973, -210.2893, 0.6260,  -693.0686, -202.6886, 0.6260,  0, 0, 0
L -693.0686, -202.6886, 0.6260,  -683.1006, -176.8761, 0.6260,  0, 0, 0
L -683.1006, -176.8761, 0.6260,  -640.1238, -127.7951, 0.6260,  0, 0, 0
L -640.1238, -127.7951, 0.6260,  -639.1269, -9.2260, 0.6260,  0, 0, 0
L -662.3239, -440.1833, 0.6260,  -659.4150, -401.5706, 0.6260,  0, 0, 0
L -659.4067, -401.6925, 0.6260,  -665.9420, -401.4687, 0.6260,  0, 0, 0
L -665.9420, -401.4687, 0.6260,  -665.9420, -401.4687, 0.6260,  0, 0, 0
L -665.9654, -401.4029, 0.6260,  -670.7592, -401.4216, 0.6260,  0, 0, 0
L -670.7592, -401.4216, 0.6260,  -704.5573, -387.4814, 0.6260,  0, 0, 0
L -704.5573, -387.4814, 0.6260,  -733.4611, -360.5045, 0.6260,  0, 0, 0
L -733.4611, -360.5045, 0.6260,  -734.3438, -315.1787, 0.6260,  0, 0, 0
L -734.3438, -315.1787, 0.6260,  -770.4514, -284.5835, 0.6260,  0, 0, 0
L -770.4514, -284.5835, 0.6260,  -779.3125, -284.5000, 0.6260,  0, 0, 0
L -779.3125, -284.5000, 0.6260,  -779.3125, -249.2812, 0.6260,  0, 0, 0
L -779.3125, -249.2812, 0.6260,  -770.8895, -249.2813, 0.6260,  0, 0, 0
L -770.7390, -249.2812, 0.6260,  -734.6512, -210.3862, 0.6260,  0, 0, 0
L -734.6512, -210.3862, 0.6260,  -734.2338, -202.7231, 0.6260,  0, 0, 0
L -734.2338, -202.7231, 0.6260,  -723.0855, -176.7651, 0.6260,  0, 0, 0
L -723.0855, -176.7651, 0.6260,  -682.5209, -128.2854, 0.6260,  0, 0, 0
L -682.5209, -128.2854, 0.6260,  -682.4108, -34.7859, 0.6260,  0, 0, 0
L -778.8086, -34.6250, 0.6260,  -732.4473, 13.6250, 0.6260,  0, 0, 0
L -732.4473, 13.6250, 0.6260,  -683.4123, 13.6249, 0.6260,  0, 0, 0
L -683.4123, 13.6249, 0.6260,  -639.1269, -9.2260, 0.6260,  0, 0, 0
L -639.1282, -9.3851, 0.6260,  -639.2072, -11.0052, 0.6260,  0, 0, 0
L -682.3437, -34.2773, 0.6260,  -732.8313, -34.6249, 0.6260,  0, 0, 0
L -732.8313, -34.6249, 0.6260,  -778.8086, -34.6250, 0.6260,  127, 64, 0
L -733.0060, -34.6250, 0.6260,  -733.0925, -115.5937, 26.5240,  0, 0, 0
L -733.0925, -115.5937, 26.5240,  -779.3124, -115.5938, 26.5240,  127, 64, 0
L -778.8086, -34.6250, 0.6260,  -779.3125, -115.5938, 26.5240,  0, 0, 0
L -779.3125, -163.0186, 28.6260,  -779.3123, -114.8691, 26.3145,  127, 64, 0
L -779.3125, -163.0186, 28.6260,  -733.0930, -115.5938, 26.5240,  0, 0, 0
L -811.3125, -116.3436, 32.6260,  -780.4073, -116.3437, 32.6260,  0, 0, 0
L -779.2139, -116.3911, 28.6260,  -787.3276, -116.3438, 32.6260,  0, 0, 0
L -811.3125, -163.5625, 32.6260,  -779.4608, -163.1705, 31.8299,  0, 0, 0
L -811.3125, -163.5625, 32.6260,  -811.3125, -116.3437, 32.6260,  127, 64, 0
L -812.1316, -163.0054, 35.6260,  -850.0687, -220.2332, 35.6260,  0, 0, 0
L -850.0687, -220.2332, 35.6260,  -850.0312, -226.6808, 35.6260,  0, 0, 0
L -850.0312, -226.6808, 35.6260,  -766.1443, -331.9046, 35.6260,  0, 0, 0
L -811.3125, -116.3435, 32.6260,  -863.7939, -63.3639, 35.6260,  0, 0, 0
L -863.7939, -63.3639, 35.6260,  -864.0312, -56.3306, 35.6260,  0, 0, 0
L -864.0312, -56.3306, 35.6260,  -886.0439, -55.5444, 35.6260,  0, 0, 0
L -886.0439, -55.5444, 35.6260,  -886.8224, -61.1096, 35.6260,  0, 0, 0
L -886.8224, -61.1096, 35.6260,  -888.6279, -61.8524, 35.6260,  0, 0, 0
L -888.6279, -61.8524, 35.6260,  -891.2813, -60.8029, 35.6260,  0, 0, 0
L -891.2813, -60.8029, 35.6260,  -891.5280, -62.4847, 35.6260,  0, 0, 0
L -891.5280, -62.4847, 35.6260,  -939.2500, -116.7786, 35.6260,  0, 0, 0
L -939.2500, -116.7786, 35.6260,  -938.8885, -164.2945, 35.6260,  0, 0, 0
L -938.8885, -164.2945, 35.6260,  -897.4489, -219.5577, 35.6260,  0, 0, 0
L -897.4489, -219.5577, 35.6260,  -896.6464, -227.9588, 35.6260,  0, 0, 0
L -896.6464, -227.9588, 35.6260,  -838.9724, -332.1618, 35.6260,  0, 0, 0
L -838.9724, -332.1618, 35.6260,  -812.7906, -367.0810, 35.6260,  0, 0, 0
L -812.7906, -367.0810, 35.6260,  -765.0433, -417.6946, 35.6260,  0, 0, 0
L -765.0433, -417.6946, 35.6260,  -728.0809, -432.2666, 35.6261,  0, 0, 0
L -728.0809, -432.2666, 35.6261,  -728.0807, -402.0291, 35.6291,  127, 64, 0
L -728.0807, -402.0291, 35.6291,  -766.0512, -367.9351, 35.6260,  0, 0, 0
L -766.0506, -367.9375, 35.6260,  -766.1555, -331.8905, 35.6260,  0, 0, 0
L -767.0637, -330.7570, 35.6260,  -766.0624, -333.9900, 35.6260,  0, 0, 0
L -728.0805, -432.2668, 35.6261,  -691.0255, -440.4375, 36.6260,  0, 0, 0
L -691.0255, -440.4375, 36.6260,  -680.5206, -440.4940, 36.6260,  0, 0, 0
L -680.5206, -440.4940, 36.6260,  -680.3519, -485.9120, 36.6260,  0, 0, 0
L -678.4669, -551.4063, 36.9894,  -660.0363, -551.4063, 36.6260,  0, 0, 0
L -659.9871, -551.4063, 36.6260,  -660.0131, -518.7554, 36.6260,  0, 0, 0
L -660.0131, -518.7554, 36.6260,  -663.1383, -485.9153, 36.6260,  0, 0, 0
L -663.1383, -485.9153, 36.6260,  -662.8425, -442.1798, 36.6260,  0, 0, 0
L -662.8425, -442.1798, 36.6260,  -659.8792, -400.7458, 36.6260,  0, 0, 0
L -659.8792, -400.7458, 36.6260,  -660.0181, -369.3120, 36.6260,  0, 0, 0
L -680.3438, -369.2181, 36.9893,  -659.9255, -369.2188, 36.6260,  0, 0, 0
L -680.3438, -369.2180, 36.9893,  -680.2651, -402.2023, 36.6260,  0, 0, 0
L -680.2651, -402.2023, 36.6260,  -728.0815, -402.0222, 35.6260,  0, 0, 0
L -680.3438, -486.2287, 36.6260,  -691.7994, -486.2102, 36.6260,  0, 0, 0
L -691.7994, -486.2102, 36.6260,  -727.5215, -493.1562, 36.6260,  0, 0, 0
L -727.5215, -493.1562, 36.6260,  -727.5215, -493.1562, 36.6260,  0, 0, 0
L -727.5215, -493.1562, 36.6260,  -763.8287, -492.4223, 35.6260,  0, 0, 0
L -763.8287, -492.4223, 35.6260,  -821.2813, -540.9540, 35.6260,  0, 0, 0
L -821.2813, -540.9540, 35.6260,  -821.3397, -581.0554, 35.6260,  0, 0, 0
L -821.3397, -581.0554, 35.6260,  -861.2960, -628.5544, 35.6260,  0, 0, 0
L -861.2960, -628.5544, 35.6260,  -862.2780, -682.5464, 35.6260,  0, 0, 0
L -862.2780, -682.5464, 35.6260,  -862.2780, -682.5464, 35.6260,  0, 0, 0
L -862.2780, -682.5464, 35.6260,  -894.4886, -749.0574, 35.6260,  0, 0, 0
L -894.4886, -749.0574, 35.6260,  -966.4402, -734.1402, 76.0138,  0, 0, 0
L -966.4402, -734.1402, 76.0138,  -1020.0938, -731.2837, 76.5947,  0, 0, 0
L -1020.0938, -731.2837, 76.5947,  -1013.7536, -713.3483, 76.5947,  0, 0, 0
L -1013.7536, -713.3483, 76.5947,  -977.4605, -677.1197, 76.5947,  0, 0, 0
L -977.4605, -677.1197, 76.5947,  -960.0833, -662.6436, 76.5947,  0, 0, 0
L -960.0833, -662.6436, 76.5947,  -960.0001, -635.9211, 76.5947,  0, 0, 0
L -960.0001, -635.9211, 76.5947,  -974.7649, -623.1249, 76.5947,  0, 0, 0
L -974.7649, -623.1249, 76.5947,  -1010.5524, -623.2104, 76.5947,  0, 0, 0
L -1010.5524, -623.2104, 76.5947,  -1025.4196, -636.0822, 76.5947,  0, 0, 0
L -1025.4196, -636.0822, 76.5947,  -1041.0292, -636.0576, 76.5947,  0, 0, 0
L -1041.0292, -636.0576, 76.5947,  -1040.9686, -620.6318, 76.5947,  0, 0, 0
L -1040.9686, -620.6318, 76.5947,  -1034.6404, -620.3750, 76.5947,  0, 0, 0
L -1034.6404, -620.3750, 76.5947,  -962.0433, -602.1790, 76.5947,  0, 0, 0
L -962.0433, -602.1790, 76.5947,  -885.3014, -578.5873, 76.5947,  0, 0, 0
L -885.3014, -578.5873, 76.5947,  -864.0600, -536.7502, 76.5947,  0, 0, 0
L -894.8956, -787.3395, 35.7836,  -966.2500, -796.2626, 75.9069,  0, 0, 0
L -965.8213, -796.2090, 75.6659,  -1019.3657, -761.3852, 76.5947,  0, 0, 0
L -1019.3657, -761.3852, 76.5947,  -1049.2188, -731.5015, 76.5947,  0, 0, 0
L -1049.2188, -731.5015, 76.5947,  -1049.1324, -704.8415, 76.5947,  0, 0, 0
L -1049.1324, -704.8415, 76.5947,  -1013.0200, -678.1519, 76.5947,  0, 0, 0
L -1013.0200, -678.1519, 76.5947,  -1025.4586, -662.4001, 76.5947,  0, 0, 0
L -1025.4586, -662.4001, 76.5947,  -1040.8372, -680.3438, 76.5947,  0, 0, 0
L -1040.8372, -680.3438, 76.5947,  -1085.4375, -680.3438, 76.5947,  0, 0, 0
L -1105.5417, -665.2917, 76.5947,  -1100.2819, -665.6987, 76.5947,  0, 0, 0
L -1100.2819, -665.6987, 76.5947,  -1096.2787, -662.0611, 76.5947,  0, 0, 0
L -1096.2787, -662.0611, 76.5947,  -1097.8132, -656.1656, 76.5947,  0, 0, 0
L -1097.8132, -656.1656, 76.5947,  -1101.6600, -653.2438, 76.5947,  0, 0, 0
L -1101.6600, -653.2438, 76.5947,  -1106.0956, -655.3328, 76.5947,  0, 0, 0
L -1106.0956, -655.3328, 76.5947,  -1109.1938, -662.3900, 76.5947,  0, 0, 0
L -1109.1938, -662.3900, 76.5947,  -1109.1006, -620.8441, 76.5947,  0, 0, 0
L -1109.1006, -620.8441, 76.5947,  -1085.4631, -600.1614, 76.5947,  0, 0, 0
L -1085.4631, -600.1614, 76.5947,  -1034.5736, -600.1251, 76.5947,  0, 0, 0
L -1034.5736, -600.1251, 76.5947,  -962.2346, -576.0737, 76.5947,  0, 0, 0
L -962.2346, -576.0737, 76.5947,  -899.2469, -560.8630, 76.5947,  0, 0, 0
L -899.2469, -560.8630, 76.5947,  -887.1512, -536.7078, 76.5947,  0, 0, 0
L -887.1512, -536.7078, 76.5947,  -912.2894, -527.5522, 76.5947,  0, 0, 0
L -912.2894, -527.5522, 76.5947,  -962.6374, -539.3990, 76.5947,  0, 0, 0
L -864.0347, -536.6997, 76.5947,  -833.9407, -527.4721, 76.5947,  0, 0, 0
L -833.9407, -527.4721, 76.5947,  -824.1848, -502.2211, 76.5947,  0, 0, 0
L -824.1848, -502.2211, 76.5947,  -812.5297, -481.7883, 76.5947,  0, 0, 0
L -894.6939, -787.3143, 35.6702,  -862.4467, -839.2813, 35.6260,  0, 0, 0
L -862.4467, -839.2813, 35.6260,  -822.8591, -839.2813, 35.6260,  0, 0, 0
L -822.8591, -839.2813, 35.6260,  -788.9335, -787.3925, 35.6260,  0, 0, 0
L -788.9335, -787.3925, 35.6260,  -780.3528, -787.3528, 34.7003,  0, 0, 0
L -780.3528, -787.3528, 34.7003,  -770.3125, -801.0622, 28.5477,  0, 0, 0
L -770.3125, -801.0622, 28.5477,  -770.3125, -854.5351, 16.8437,  0, 0, 0
L -770.3125, -854.5351, 16.8437,  -731.3438, -908.2500, 12.6260,  0, 0, 0
L -731.3438, -908.2500, 12.6260,  -692.8364, -908.2123, 12.6260,  0, 0, 0
L -692.8364, -908.2123, 12.6260,  -639.1249, -853.4235, 7.6260,  0, 0, 0
L -639.1249, -853.4235, 7.6260,  -639.1249, -794.8881, 7.6260,  0, 0, 0
L -639.1249, -794.8881, 7.6260,  -693.2431, -758.3125, 0.6260,  0, 0, 0
L -693.2431, -758.3125, 0.6260,  -703.1055, -729.6478, 0.6260,  0, 0, 0
L -703.1055, -729.6478, 0.6260,  -704.0866, -721.6291, 0.6260,  0, 0, 0
L -704.0866, -721.6291, 0.6260,  -671.0937, -675.5981, 0.6260,  0, 0, 0
L -769.9545, -855.0308, 15.6260,  -731.3438, -855.0312, 12.6260,  127, 64, 0
L -692.3438, -907.7197, 10.6260,  -692.3438, -855.0895, 10.6260,  127, 64, 0
L -639.9867, -794.3125, 4.6260,  -692.5538, -794.3125, 4.6260,  127, 64, 0
L -692.5538, -794.3125, 4.6260,  -693.2430, -758.3125, 0.6260,  127, 64, 0
L -692.3438, -854.2813, 7.6260,  -639.1249, -854.2813, 7.6260,  127, 64, 0
L -731.3438, -855.0295, 12.6260,  -731.3438, -908.2500, 12.6260,  127, 64, 0
L -732.0937, -801.0624, 28.5476,  -770.3125, -801.0612, 28.5479,  127, 64, 0
L -770.3125, -801.0612, 28.5479,  -770.3125, -801.0624, 28.5476,  0, 0, 0
L -732.0991, -797.8870, 28.5476,  -732.0023, -855.0312, 15.6260,  0, 0, 0
L -732.0023, -855.0312, 15.6260,  -692.3438, -854.9382, 10.6260,  0, 0, 0
L -692.3438, -854.9382, 10.6260,  -692.5538, -794.3125, 4.6260,  0, 0, 0
L -692.5538, -794.3125, 4.6260,  -725.4970, -758.3125, 0.6260,  0, 0, 0
L -725.4970, -758.3125, 0.6260,  -741.5259, -728.1907, 0.6260,  0, 0, 0
L -255.2666, -660.4526, 56.5247,  -171.7513, -564.1287, 25.6260,  0, 0, 0
L -171.7513, -564.1287, 25.6260,  -146.0218, -552.3805, 25.6260,  0, 0, 0
L -146.0218, -552.3805, 25.6260,  -85.5648, -498.9030, 0.6260,  0, 0, 0
L -85.5648, -498.9030, 0.6260,  -86.0846, -485.9627, 0.6260,  0, 0, 0
L -86.0846, -485.9627, 0.6260,  -97.5938, -468.6989, 0.6260,  0, 0, 0
L -97.5938, -468.6989, 0.6260,  -97.5938, -434.0013, 0.6260,  0, 0, 0
L -97.5938, -434.0013, 0.6260,  -70.5135, -413.5064, 0.6260,  0, 0, 0
L -70.5135, -413.5064, 0.6260,  -70.6099, -408.7346, 0.6260,  0, 0, 0
L -70.6099, -408.7346, 0.6260,  -107.8052, -408.4651, 0.6260,  0, 0, 0
L -107.8052, -408.4651, 0.6260,  -135.5626, -377.6995, 0.6260,  0, 0, 0
L -135.5626, -377.6995, 0.6260,  -135.5625, -349.8713, 0.6260,  0, 0, 0
L -135.5625, -349.8713, 0.6260,  -144.3123, -341.5000, -14.3740,  0, 0, 0
L -144.3123, -341.5000, -14.3740,  -167.5625, -341.5000, -14.3740,  0, 0, 0
L -185.7108, -318.2500, -13.9277,  -144.3125, -318.2500, -14.3740,  0, 0, 0
L -167.5625, -341.5000, -14.3740,  -167.5217, -318.7317, -14.3740,  127, 64, 0
L -144.3125, -341.5000, -14.3740,  -144.3125, -318.2500, -14.3740,  127, 64, 0
L -144.3125, -318.2500, -14.3740,  -107.7933, -316.2500, 0.6260,  0, 0, 0
L -107.7933, -316.2500, 0.6260,  -91.4768, -315.7609, 0.6260,  0, 0, 0
L -91.4768, -315.7609, 0.6260,  -85.9069, -295.4745, 0.6260,  0, 0, 0
L -85.9069, -295.4745, 0.6260,  -105.8134, -295.5000, 0.6260,  0, 0, 0
L -105.8134, -295.5000, 0.6260,  -125.5625, -275.7198, 0.6260,  0, 0, 0
L -125.5625, -275.7198, 0.6260,  -125.5625, -252.0507, 0.6260,  0, 0, 0
L -125.5625, -252.0507, 0.6260,  -105.8027, -230.2812, 0.6260,  0, 0, 0
L -105.8027, -230.2812, 0.6260,  -89.6048, -229.9973, 0.6260,  0, 0, 0
L -50.3315, -316.2500, 0.6263,  -64.3235, -315.9971, 0.6260,  0, 0, 0
L -64.3235, -315.9971, 0.6260,  -68.3120, -296.0706, 0.6260,  0, 0, 0
L -68.3120, -296.0706, 0.6260,  -76.2169, -276.2645, 0.6260,  0, 0, 0
L -76.2169, -276.2645, 0.6260,  -106.2223, -276.1512, 0.6260,  0, 0, 0
L -106.2223, -276.1512, 0.6260,  -105.9305, -251.5310, 0.6260,  0, 0, 0
L -105.9305, -251.5310, 0.6260,  -105.9305, -251.5310, 0.6260,  0, 0, 0
L -105.9305, -251.5310, 0.6260,  -90.1465, -251.5313, 0.6260,  0, 0, 0
L -90.1465, -251.5313, 0.6260,  -72.3438, -229.7724, 0.5806,  0, 0, 0
L -50.3315, -316.2500, 0.6261,  -50.3314, -349.5000, 0.6260,  127, 64, 0
L -50.3314, -349.5000, 0.6260,  -108.2325, -349.6083, 0.6260,  0, 0, 0
L -108.2325, -349.6083, 0.6260,  -107.8615, -378.2674, 0.6260,  0, 0, 0
L -107.8615, -378.2674, 0.6260,  -71.1394, -378.2187, 0.6260,  0, 0, 0
L -71.1394, -378.2186, 0.6260,  -44.3437, -408.9839, 0.6260,  0, 0, 0
L -44.3437, -408.9839, 0.6260,  -44.3308, -413.9414, 0.6260,  0, 0, 0
L -44.3438, -413.4940, 0.6260,  -16.4768, -433.9328, 0.6260,  0, 0, 0
L -16.4768, -433.9328, 0.6260,  48.3780, -433.9123, 0.6260,  0, 0, 0
L 48.3780, -433.9123, 0.6260,  68.3344, -378.9523, 0.6260,  0, 0, 0
L 68.3344, -378.9523, 0.6260,  92.3615, -331.5373, 0.6260,  0, 0, 0
L -185.7820, -318.2500, -13.9277,  -209.7288, -341.5000, 0.6260,  127, 64, 0
L -156.3125, -275.7674, -26.3740,  -171.3104, -299.7367, -14.3639,  0, 0, 0
L -171.3104, -299.7367, -14.3639,  -186.0581, -317.4340, 0.3074,  0, 0, 0
L -185.9500, -317.1474, 0.0701,  -185.7905, -318.2584, -13.9225,  0, 0, 0
L -167.5625, -341.5000, -14.3740,  -209.9973, -341.5063, 0.6838,  0, 0, 0
L -209.9973, -341.5063, 0.6838,  -230.5703, -350.3203, 10.1744,  0, 0, 0
L -230.5703, -350.3203, 10.1744,  -267.0782, -392.4688, 9.7247,  0, 0, 0
L -267.0782, -392.4688, 9.7247,  -336.2522, -392.8524, 48.5994,  0, 0, 0
L -336.2522, -392.8524, 48.5994,  -336.2500, -434.5465, 56.7644,  0, 0, 0
L -336.2500, -434.5465, 56.7644,  -336.2500, -434.5465, 56.7644,  0, 0, 0
L -336.2500, -434.5465, 56.7644,  -336.2500, -464.5726, 57.5947,  0, 0, 0
L -336.2500, -464.5726, 57.5947,  -374.4688, -482.2262, 57.5947,  0, 0, 0
L -374.4688, -482.2262, 57.5947,  -374.4687, -434.5465, 56.7644,  127, 64, 0
L -374.4687, -434.5465, 56.7644,  -374.4461, -392.8174, 48.5947,  0, 0, 0
L -374.4688, -434.5465, 56.7644,  -422.9573, -402.2187, 59.5947,  0, 0, 0
L -422.9573, -402.2187, 59.5947,  -434.6638, -402.2187, 59.5947,  0, 0, 0
L -434.6638, -402.2187, 59.5947,  -443.3184, -440.7093, 59.5947,  0, 0, 0
L -443.3184, -440.7093, 59.5947,  -443.2968, -485.4246, 59.5947,  0, 0, 0
L -443.2968, -485.4246, 59.5947,  -443.2968, -485.4246, 59.5947,  0, 0, 0
L -443.2968, -485.4246, 59.5947,  -431.5818, -518.1757, 59.5947,  0, 0, 0
L -431.5818, -518.1757, 59.5947,  -422.8965, -512.4035, 59.5947,  0, 0, 0
L -422.8965, -512.4035, 59.5947,  -413.6526, -509.1931, 59.5947,  0, 0, 0
L -413.6526, -509.1931, 59.5947,  -374.0330, -482.0249, 57.5947,  0, 0, 0
L -374.4550, -392.8482, 48.5986,  -362.5609, -351.2500, 48.5947,  0, 0, 0
L -362.5609, -351.2500, 48.5947,  -336.1991, -351.2500, 48.5947,  0, 0, 0
L -336.1991, -351.2500, 48.5947,  -336.2500, -392.8411, 48.5972,  127, 64, 0
L -336.1960, -351.2500, 48.5947,  -266.4567, -351.0099, 9.6260,  0, 0, 0
L -266.4567, -351.0099, 9.6260,  -230.7873, -312.2990, 10.2744,  0, 0, 0
L -230.7873, -312.2990, 10.2744,  -209.1491, -317.6486, 0.4851,  0, 0, 0
L -209.1491, -317.6486, 0.4851,  -230.7256, -299.4908, -14.5476,  0, 0, 0
L -230.7256, -299.4908, -14.5476,  -248.5313, -275.7500, -26.3740,  0, 0, 0
