P -15.7597, 655.7540, -18.8005,  0, 127, 0,  3,  to_Lake_Rathetear
P -147.2484, 1018.5823, 46.7939,  0, 127, 0,  3,  to_PoK
P 0, 1500., 0,  0, 0, 0,  1,  Map_by_Goodurden
L -9.4751, -119.7673, 1.2862,  -16.5084, -118.0748, 1.2862,  127, 127, 127
L -16.5084, -118.0748, 1.2862,  -23.9536, -114.7240, 1.2861,  127, 127, 127
L -23.9536, -114.7240, 1.2861,  -30.3172, -110.1410, 1.2861,  127, 127, 127
L -30.3172, -110.1410, 1.2861,  -35.9618, -104.1147, 1.2858,  127, 127, 127
L -35.9618, -104.1147, 1.2858,  -40.1030, -97.3545, 1.2858,  127, 127, 127
L -40.1030, -97.3545, 1.2858,  -42.7242, -90.2647, 1.2857,  127, 127, 127
L -42.7242, -90.2647, 1.2857,  -44.1155, -81.9794, 1.2858,  127, 127, 127
L -44.1155, -81.9794, 1.2858,  -43.8092, -74.2025, 1.2856,  127, 127, 127
L -43.8092, -74.2025, 1.2856,  -41.9641, -66.3902, 1.2859,  127, 127, 127
L -41.9641, -66.3902, 1.2859,  -38.6324, -59.1206, 1.2861,  127, 127, 127
L -38.6324, -59.1206, 1.2861,  -34.1376, -52.9168, 1.2862,  127, 127, 127
L -34.1376, -52.9168, 1.2862,  -28.2614, -47.3920, 1.2862,  127, 127, 127
L -28.2614, -47.3920, 1.2862,  -21.5482, -43.2211, 1.2863,  127, 127, 127
L -21.5482, -43.2211, 1.2863,  -13.8602, -40.3134, 1.2863,  127, 127, 127
